ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
83418,151-NG-T30,FPQ-4537,SO-35130,DN-1788,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,2010-05-31,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,3250,4647.5,1.43,0.02,"Aurobindo Unit III, India",Yes,9736.1,9736.1,10.02
83419,105-GY-T30,FPQ-5430,SO-36560,DN-1791,Guyana,PMO - US,From RDC,N/A - From RDC,Air,3/29/10,N/A - From RDC,2010-04-15,2010-04-28,2010-04-28,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,4955,58221.25,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,4468.34,4468.34,125.53
83420,151-NG-T30,FPQ-4537,SO-36006,DN-1792,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,2010-05-31,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,40000,448800.0,11.22,0.19,"Aurobindo Unit III, India",Yes,9736.1,9736.1,967.61
83421,151-NG-T30,FPQ-4537,SO-36008,DN-1794,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,2010-05-31,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2160,24235.2,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,9736.1,9736.1,52.25
83422,105-GY-T30,FPQ-5470,SO-36640,DN-1800,Guyana,PMO - US,From RDC,N/A - From RDC,Air,4/7/10,N/A - From RDC,2010-06-30,2010-05-27,2010-05-27,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,471,942.0,2.0,0.01,"Cipla, Goa, India",Yes,3170.64,3170.64,2.03
83423,114-UG-T30,FPQ-4495,SO-34940,DN-1801,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/28/09,N/A - From RDC,2010-05-03,2010-05-03,2010-05-03,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2579,12250.25,4.75,0.16,"Aurobindo Unit III, India",Yes,2485.92,2485.92,26.41
83424,151-NG-T30,FPQ-4537,SO-35082,DN-1804,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,2010-05-31,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,22826,228260.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,9736.1,9736.1,492.13
83425,151-NG-T30,FPQ-4537,SO-34891,DN-1813,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,2010-05-31,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,20000,53200.0,2.66,0.04,"Strides, Bangalore, India.",Yes,9736.1,9736.1,114.7
83426,151-NG-T30,FPQ-4537,SO-36003,DN-1822,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,2010-05-31,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,72560,424476.0,5.85,0.1,"Strides, Bangalore, India.",Yes,9736.1,9736.1,915.17
83427,117-ET-T30,FPQ-5450,SO-36650,DN-1827,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,4/6/10,N/A - From RDC,2010-07-02,2010-05-04,2010-05-04,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,5000,36050.0,7.21,0.12,"Aurobindo Unit III, India",Yes,2211.22,2211.22,77.72
83428,109-TZ-T30,FPQ-5237,SO-36042,DN-1835,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,3/1/10,N/A - From RDC,2010-07-21,2010-05-21,2010-05-21,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40000,109200.0,2.73,0.05,"Strides, Bangalore, India.",Yes,27922.62,27922.62,235.44
83429,106-HT-T30,FPQ-4384,SO-34660,DN-1837,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,2010-05-31,2010-06-01,2010-06-01,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,34769,304576.44,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,1005.2,1005.2,656.67
83430,105-GY-T30,FPQ-5599,SO-36700,DN-1838,Guyana,PMO - US,From RDC,N/A - From RDC,Air,4/28/10,N/A - From RDC,2010-06-07,2010-05-27,2010-05-27,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,126,307.44,2.44,0.04,"Strides, Bangalore, India.",No,5783.6,5783.6,0.66
83431,104-CI-T30,FPQ-5201,SO-36341,DN-1845,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,2010-06-15,2010-06-07,2010-06-07,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,2000,2820.0,1.41,0.02,"Strides, Bangalore, India.",Yes,2201.14,2201.14,6.08
83432,106-HT-T30,FPQ-5523,SO-36750,DN-1849,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,2010-06-30,2010-06-09,2010-06-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,2520,18169.2,7.21,0.12,"Aurobindo Unit III, India",Yes,6438.37,6438.37,39.17
83433,104-CI-T30,FPQ-5619,SO-36820,DN-1851,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/2/10,N/A - From RDC,2010-06-03,2010-06-07,2010-06-07,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2552,19497.28,7.64,0.25,"Cipla, Goa, India",Yes,3250.13,3250.13,42.04
83434,114-UG-T30,FPQ-5451,SO-36830,DN-1859,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,2010-06-30,2010-06-22,2010-06-22,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,15000,168300.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,6299.45,6299.45,362.85
83435,104-CI-T30,FPQ-4659,SO-35590,DN-1868,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,2010-06-30,2010-06-21,2010-06-21,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,50000,561000.0,11.22,0.19,"Aurobindo Unit III, India",Yes,8379.98,8379.98,1209.52
83436,104-CI-T30,FPQ-5201,SO-36340,DN-1873,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,2010-07-12,2010-06-30,2010-06-30,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,7284,14713.68,2.02,0.01,"Aurobindo Unit III, India",No,3365.45,3365.45,31.72
83438,110-ZM-T30,FPQ-4809,SO-35510,DN-1892,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1/6/10,N/A - From RDC,2010-07-21,2010-07-08,2010-07-08,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,9545,163601.3,17.14,0.29,Mylan (formerly Matrix) Nashik,Yes,13232.09,13232.09,352.72
83443,114-UG-T30,FPQ-5239,SO-36131,DN-1943,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,2010-08-04,2010-07-19,2010-07-19,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,703,8260.25,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,4758.36,4758.36,17.81
83444,114-UG-T30,FPQ-5238,SO-36070,DN-1949,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,2010-08-04,2010-08-02,2010-08-02,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8000,89760.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,15347.04,15347.04,193.52
83445,151-NG-T30,FPQ-5023,SO-36432,DN-1883,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,224400.0,11.22,0.19,"Aurobindo Unit III, India",Yes,6147.18,6147.18,483.81
83446,117-ET-T30,FPQ-5967,SO-37102,DN-1952,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,6/28/10,N/A - From RDC,2010-09-21,2010-07-14,2010-07-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3439,19705.47,5.73,0.1,"Strides, Bangalore, India.",No,114.22,114.22,42.48
83447,151-NG-T30,FPQ-5023,SO-37060,DN-1959,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/10/10,N/A - From RDC,2010-08-16,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7000,78540.0,11.22,0.19,"Aurobindo Unit III, India",Yes,6147.18,6147.18,169.33
83448,111-MZ-T30,FPQ-4711,SO-35740,DN-1962,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,12/23/09,N/A - From RDC,2010-08-31,2010-08-18,2010-08-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,77000,863940.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,11134.62,11134.62,1862.65
83449,151-NG-T30,FPQ-5688,SO-36913,DN-1971,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/10,N/A - From RDC,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,3000,35250.0,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,6147.18,6147.18,76.0
83450,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,2010-08-23,2010-08-23,2010-08-23,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,39144,174190.8,4.45,0.15,"Strides, Bangalore, India.",No,12648.36,12648.36,375.56
83451,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,2010-08-23,2010-08-23,2010-08-23,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4140,68061.6,16.44,0.27,Mylan (formerly Matrix) Nashik,No,12648.36,12648.36,146.74
83452,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,2010-08-23,2010-08-23,2010-08-23,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4340,8376.2,1.93,0.01,"Aurobindo Unit III, India",No,12648.36,12648.36,18.06
83453,104-CI-T30,FPQ-5623,SO-36890,DN-1984,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,2010-08-31,2010-08-23,2010-08-23,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,3010,5809.3,1.93,0.01,"Aurobindo Unit III, India",Yes,12648.38,12648.38,12.52
83454,114-UG-T30,FPQ-5275,SO-36230,DN-1987,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/4/10,N/A - From RDC,2010-09-03,2010-08-27,2010-08-27,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,650,7637.5,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,536.02,536.02,16.47
83455,151-NG-T30,FPQ-5688,SO-36915,DN-1973,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/10,N/A - From RDC,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,1328,15604.0,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,6147.18,6147.18,33.64
83456,151-NG-T30,FPQ-5023,SO-36468,DN-1993,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/10/10,N/A - From RDC,2010-08-12,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,47150,128719.5,2.73,0.05,"Aurobindo Unit III, India",Yes,6147.18,6147.18,277.52
83457,104-CI-T30,FPQ-5623,SO-36880,DN-2011,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,2010-09-30,2010-09-25,2010-09-25,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,5310,87296.4,16.44,0.27,Mylan (formerly Matrix) Nashik,No,8953.2,8953.2,188.21
83458,106-HT-T30,FPQ-5523,SO-36741,DN-2015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,2010-09-30,2010-10-07,2010-10-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,19320,47140.8,2.44,0.04,Hetero Unit III Hyderabad IN,No,78061.3,78061.3,101.64
83459,102-UG-T30,FPQ-6403,SO-37480,DN-2031,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/10,N/A - From RDC,2010-10-20,2010-10-26,2010-10-26,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1193,6835.89,5.73,0.1,"Cipla, Goa, India",Yes,1413.56,1413.56,14.74
83460,151-NG-T30,FPQ-5688,SO-37500,DN-2025,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/27/10,N/A - From RDC,2010-10-22,2010-11-10,2010-11-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,15650,112836.5,7.21,0.12,"Aurobindo Unit III, India",Yes,20264.93,20264.93,243.28
83461,113-ZW-T30,FPQ-4694,SO-35370,DN-2041,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,12/8/09,N/A - From RDC,2010-11-30,2010-11-25,2010-11-25,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5900,26668.0,4.52,0.15,"Aurobindo Unit III, India",Yes,15919.75,15919.75,57.5
83462,104-CI-T30,FPQ-5925,SO-37150,DN-2035,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,N/A - From RDC,2010-11-30,2010-11-26,2010-11-26,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1980,44550.0,22.5,0.75,Mylan (formerly Matrix) Nashik,No,6406.53,6406.53,96.05
83463,104-CI-T30,FPQ-5925,SO-37150,DN-2035,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,N/A - From RDC,2010-11-30,2010-11-26,2010-11-26,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,9760,114680.0,11.75,0.39,Mylan (formerly Matrix) Nashik,No,6406.53,6406.53,247.25
83464,104-CI-T30,FPQ-5925,SO-37150,DN-2035,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,N/A - From RDC,2010-11-30,2010-11-26,2010-11-26,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,26444,86736.32,3.28,0.05,Mylan (formerly Matrix) Nashik,No,6406.53,6406.53,187.0
83465,110-ZM-T30,FPQ-6221,SO-37320,DN-2054,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,2010-12-31,2010-11-25,2010-11-25,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,56430,306414.9,5.43,0.09,"Strides, Bangalore, India.",Yes,16606.55,16606.55,660.63
83466,114-UG-T30,FPQ-6427,SO-37550,DN-2055,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,N/A - From RDC,2010-12-02,2010-12-02,2010-12-02,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,99404,449306.08,4.52,0.15,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,29545.05,29545.05,968.7
83467,114-UG-T30,FPQ-6438,SO-37680,DN-2057,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/29/10,N/A - From RDC,2010-12-02,2010-11-29,2010-11-29,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3690,9815.4,2.66,0.04,Hetero Unit III Hyderabad IN,Yes,5166.39,5166.39,21.16
83468,104-CI-T30,FPQ-5925,SO-38010,DN-2062,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/10,N/A - From RDC,2010-12-07,2010-12-13,2010-12-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1000,36160.0,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,3962.5,3962.5,77.96
83469,104-CI-T30,FPQ-5925,SO-37740,DN-2064,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/10,N/A - From RDC,2010-11-30,2010-12-09,2010-12-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8100,18873.0,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,11235.05,11235.05,40.69
83470,200-DO-T30,FPQ-6616,SO-38030,DN-2066,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,10/25/10,N/A - From RDC,2010-11-30,2010-12-14,2010-12-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,3073,48829.97,15.89,0.26,Mylan (formerly Matrix) Nashik,Yes,4996.2,4996.2,80.57
83471,200-DO-T30,FPQ-6616,SO-38030,DN-2066,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,10/25/10,N/A - From RDC,2010-11-30,2010-12-14,2010-12-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1100,39600.0,36.0,0.3,"Aurobindo Unit III, India",No,4996.2,4996.2,65.34
83472,110-ZM-T30,FPQ-6221,SO-37340,DN-2072,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,2010-11-15,2010-12-10,2010-12-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,220002,2585023.5,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,31373.1,31373.1,5573.31
83473,106-HT-T30,FPQ-6484,SO-37760,DN-2073,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,2010-12-20,2011-01-05,2011-01-05,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9009,20990.97,2.33,0.04,Hetero Unit III Hyderabad IN,No,74839.9,74839.9,45.26
83474,106-HT-T30,FPQ-6484,SO-37760,DN-2073,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,2010-12-20,2011-01-05,2011-01-05,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,168,252.0,1.5,0.02,"Aurobindo Unit III, India",No,74839.9,74839.9,0.54
83475,106-HT-T30,FPQ-6484,SO-37760,DN-2073,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,2010-12-20,2011-01-05,2011-01-05,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,2583,12501.72,4.84,0.05,"Aurobindo Unit III, India",No,74839.9,74839.9,26.95
83476,117-ET-T30,FPQ-6428,SO-38100,DN-2075,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,9/24/10,N/A - From RDC,2010-12-15,2010-12-09,2010-12-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1440,10512.0,7.3,0.24,Mylan (formerly Matrix) Nashik,Yes,1842.95,1842.95,22.66
83477,114-UG-T30,FPQ-6427,SO-37530,DN-2079,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,N/A - From RDC,2010-12-31,2010-12-23,2010-12-23,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,125000,1402500.0,11.22,0.19,"Aurobindo Unit III, India",Yes,103428.0,103428.0,3023.79
83478,202-GT-T30,FPQ-6943,SO-38260,DN-2089,Guatemala,PMO - US,From RDC,N/A - From RDC,Air,12/29/10,N/A - From RDC,2011-01-31,2011-01-24,2011-01-24,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4301,36773.55,8.55,0.14,"Aurobindo Unit III, India",Yes,16252.95,16252.95,60.68
83479,111-MZ-T30,FPQ-6981,SO-38350,DN-2094,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,1/6/11,N/A - From RDC,2011-02-28,2011-02-25,2011-02-25,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1177,2377.54,2.02,0.01,"Aurobindo Unit III, India",Yes,3415.72,3415.72,3.92
83480,111-MZ-T30,FPQ-6981,SO-38360,DN-2096,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/6/11,N/A - From RDC,2011-03-31,2011-03-09,2011-03-09,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,4000,8400.0,2.1,0.01,"Aurobindo Unit III, India",Yes,4711.97,4711.97,13.86
83481,110-ZM-T30,FPQ-5702,SO-38000,DN-2099,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/10,N/A - From RDC,2011-01-28,2011-02-11,2011-02-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,28271,127784.92,4.52,0.15,"Aurobindo Unit III, India",Yes,9553.01,9553.01,275.5
